TrialType,Top,Left,Right,EmptyFrame,SelectedFrame,Correct,Emotion,Gender,TrialLength,FixationLength,n,GCFaceStartTime_mean,GCFaceStartTime_raw,GCFaceStartTime_std,GCPostFaceFixationEndTime_mean,GCPostFaceFixationEndTime_raw,GCPostFaceFixationEndTime_std,GCPostFaceFixationStartTime_mean,GCPostFaceFixationStartTime_raw,GCPostFaceFixationStartTime_std,key_resp_trial.corr_mean,key_resp_trial.corr_raw,key_resp_trial.corr_std,key_resp_trial.keys_raw,key_resp_trial.rt_mean,key_resp_trial.rt_raw,key_resp_trial.rt_std,order
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,15.177560806274414,15.177560806274414,0.0,19.04146957397461,19.04146957397461,0.0,18.06112289428711,18.06112289428711,0.0,0.0,0.0,0.0,,,,,0.0
Fear,stimuli/23M_FE_O.BMP,stimuli/23M_FE_O.BMP,stimuli/24M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,19.172420501708984,19.172420501708984,0.0,23.059146881103516,23.059146881103516,0.0,22.08357810974121,22.08357810974121,0.0,1.0,1.0,0.0,'1',1.0976508855819702,1.0976508855819702,0.0,1.0
Fear,stimuli/19F_FE_O.BMP,stimuli/18F_FE_O.BMP,stimuli/19F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,23.08807945251465,23.08807945251465,0.0,27.078243255615234,27.078243255615234,0.0,26.093055725097656,26.093055725097656,0.0,1.0,1.0,0.0,'2',0.8976209759712219,0.8976209759712219,0.0,2.0
Fear,stimuli/17F_FE_O.BMP,stimuli/17F_FE_O.BMP,stimuli/16F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,27.10753059387207,27.10753059387207,0.0,31.093212127685547,31.093212127685547,0.0,30.112184524536133,30.112184524536133,0.0,1.0,1.0,0.0,'1',0.879909873008728,0.879909873008728,0.0,3.0
Fear,stimuli/21M_FE_O.BMP,stimuli/21M_FE_O.BMP,stimuli/22M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,31.121267318725586,31.121267318725586,0.0,35.121421813964844,35.121421813964844,0.0,34.14324188232422,34.14324188232422,0.0,1.0,1.0,0.0,'1',0.8464561700820923,0.8464561700820923,0.0,4.0
Fear,stimuli/09F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/09F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,35.14752960205078,35.14752960205078,0.0,39.143741607666016,39.143741607666016,0.0,38.161624908447266,38.161624908447266,0.0,1.0,1.0,0.0,'2',0.7240946292877197,0.7240946292877197,0.0,5.0
Fear,stimuli/08F_FE_O.BMP,stimuli/13F_FE_O.BMP,stimuli/08F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,39.174251556396484,39.174251556396484,0.0,43.15644073486328,43.15644073486328,0.0,42.180259704589844,42.180259704589844,0.0,1.0,1.0,0.0,'2',0.8400667905807495,0.8400667905807495,0.0,6.0
Fear,stimuli/07F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/14F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,43.18406677246094,43.18406677246094,0.0,47.17719650268555,47.17719650268555,0.0,46.18303298950195,46.18303298950195,0.0,1.0,1.0,0.0,'1',0.8010597229003906,0.8010597229003906,0.0,7.0
Fear,stimuli/26M_FE_O.BMP,stimuli/26M_FE_O.BMP,stimuli/28M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,47.205623626708984,47.205623626708984,0.0,51.20359420776367,51.20359420776367,0.0,50.212066650390625,50.212066650390625,0.0,1.0,1.0,0.0,'1',0.6485310196876526,0.6485310196876526,0.0,8.0
Fear,stimuli/10F_FE_O.BMP,stimuli/11F_FE_O.BMP,stimuli/10F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,51.23124313354492,51.23124313354492,0.0,55.23161697387695,55.23161697387695,0.0,54.24260330200195,54.24260330200195,0.0,1.0,1.0,0.0,'2',0.6515504717826843,0.6515504717826843,0.0,9.0
