TrialType,Top,Left,Right,EmptyFrame,SelectedFrame,Correct,Emotion,Gender,TrialLength,FixationLength,n,GCFaceStartTime_mean,GCFaceStartTime_raw,GCFaceStartTime_std,GCPostFaceFixationEndTime_mean,GCPostFaceFixationEndTime_raw,GCPostFaceFixationEndTime_std,GCPostFaceFixationStartTime_mean,GCPostFaceFixationStartTime_raw,GCPostFaceFixationStartTime_std,key_resp_trial.corr_mean,key_resp_trial.corr_raw,key_resp_trial.corr_std,key_resp_trial.keys_raw,key_resp_trial.rt_mean,key_resp_trial.rt_raw,key_resp_trial.rt_std,order
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,15.253576278686523,15.253576278686523,0.0,19.05776596069336,19.05776596069336,0.0,18.058385848999023,18.058385848999023,0.0,0.0,0.0,0.0,,,,,0.0
Fear,stimuli/23M_FE_O.BMP,stimuli/23M_FE_O.BMP,stimuli/24M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,19.227008819580078,19.227008819580078,0.0,23.075572967529297,23.075572967529297,0.0,22.082286834716797,22.082286834716797,0.0,1.0,1.0,0.0,'1',1.667829155921936,1.667829155921936,0.0,1.0
Fear,stimuli/19F_FE_O.BMP,stimuli/18F_FE_O.BMP,stimuli/19F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,23.10297393798828,23.10297393798828,0.0,27.095277786254883,27.095277786254883,0.0,26.108835220336914,26.108835220336914,0.0,1.0,1.0,0.0,'2',1.244057059288025,1.244057059288025,0.0,2.0
Fear,stimuli/17F_FE_O.BMP,stimuli/17F_FE_O.BMP,stimuli/16F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,27.15462875366211,27.15462875366211,0.0,31.10577392578125,31.10577392578125,0.0,30.12354278564453,30.12354278564453,0.0,1.0,1.0,0.0,'1',1.16965913772583,1.16965913772583,0.0,3.0
Fear,stimuli/21M_FE_O.BMP,stimuli/21M_FE_O.BMP,stimuli/22M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,31.134456634521484,31.134456634521484,0.0,35.11783981323242,35.11783981323242,0.0,34.134361267089844,34.134361267089844,0.0,1.0,1.0,0.0,'1',1.121163249015808,1.121163249015808,0.0,4.0
Fear,stimuli/09F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/09F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,35.145545959472656,35.145545959472656,0.0,39.134239196777344,39.134239196777344,0.0,38.14037322998047,38.14037322998047,0.0,1.0,1.0,0.0,'2',0.7960259914398193,0.7960259914398193,0.0,5.0
Fear,stimuli/08F_FE_O.BMP,stimuli/13F_FE_O.BMP,stimuli/08F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,39.19551086425781,39.19551086425781,0.0,43.145931243896484,43.145931243896484,0.0,42.15997314453125,42.15997314453125,0.0,1.0,1.0,0.0,'2',0.8486025929450989,0.8486025929450989,0.0,6.0
Fear,stimuli/07F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/14F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,43.17392349243164,43.17392349243164,0.0,47.156856536865234,47.156856536865234,0.0,46.176090240478516,46.176090240478516,0.0,1.0,1.0,0.0,'1',1.2628990411758423,1.2628990411758423,0.0,7.0
Fear,stimuli/26M_FE_O.BMP,stimuli/26M_FE_O.BMP,stimuli/28M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,47.183494567871094,47.183494567871094,0.0,51.169837951660156,51.169837951660156,0.0,50.1926155090332,50.1926155090332,0.0,1.0,1.0,0.0,'1',0.937743604183197,0.937743604183197,0.0,8.0
Fear,stimuli/10F_FE_O.BMP,stimuli/11F_FE_O.BMP,stimuli/10F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,51.19876480102539,51.19876480102539,0.0,55.181148529052734,55.181148529052734,0.0,54.19758224487305,54.19758224487305,0.0,1.0,1.0,0.0,'2',0.8202064037322998,0.8202064037322998,0.0,9.0
Fear,stimuli/29M_FE_O.BMP,stimuli/30M_FE_O.BMP,stimuli/29M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Male,3,1,1.0,55.2076530456543,55.2076530456543,0.0,59.19449996948242,59.19449996948242,0.0,58.20860290527344,58.20860290527344,0.0,1.0,1.0,0.0,'2',0.8150622844696045,0.8150622844696045,0.0,10.0
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,59.338111877441406,59.338111877441406,0.0,63.19890213012695,63.19890213012695,0.0,62.21108627319336,62.21108627319336,0.0,0.0,0.0,0.0,,,,,11.0
Neutral,stimuli/07F_NE_C.BMP,stimuli/07F_NE_C.BMP,stimuli/14F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Female,3,1,1.0,63.24727249145508,63.24727249145508,0.0,67.2174301147461,67.2174301147461,0.0,66.23483276367188,66.23483276367188,0.0,1.0,1.0,0.0,'1',1.1284210681915283,1.1284210681915283,0.0,12.0
Neutral,stimuli/25M_NE_C.BMP,stimuli/29M_NE_C.BMP,stimuli/25M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Male,3,1,1.0,67.24669647216797,67.24669647216797,0.0,71.23506164550781,71.23506164550781,0.0,70.24175262451172,70.24175262451172,0.0,1.0,1.0,0.0,'2',0.7091794013977051,0.7091794013977051,0.0,13.0
Neutral,stimuli/26M_NE_C.BMP,stimuli/26M_NE_C.BMP,stimuli/28M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Male,3,1,1.0,71.29688262939453,71.29688262939453,0.0,75.24564361572266,75.24564361572266,0.0,74.25888061523438,74.25888061523438,0.0,1.0,1.0,0.0,'1',0.8784409761428833,0.8784409761428833,0.0,14.0
Neutral,stimuli/08F_NE_C.BMP,stimuli/13F_NE_C.BMP,stimuli/08F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Female,3,1,1.0,75.27387237548828,75.27387237548828,0.0,79.26647186279297,79.26647186279297,0.0,78.26988983154297,78.26988983154297,0.0,1.0,1.0,0.0,'2',0.8334740996360779,0.8334740996360779,0.0,15.0
Neutral,stimuli/09F_NE_C.BMP,stimuli/09F_NE_C.BMP,stimuli/12F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Female,3,1,1.0,79.29326629638672,79.29326629638672,0.0,83.27706909179688,83.27706909179688,0.0,82.29693603515625,82.29693603515625,0.0,1.0,1.0,0.0,'1',0.8807367086410522,0.8807367086410522,0.0,16.0
Neutral,stimuli/27M_NE_C.BMP,stimuli/26M_NE_C.BMP,stimuli/27M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Male,3,1,1.0,83.30209350585938,83.30209350585938,0.0,87.29529571533203,87.29529571533203,0.0,86.30101013183594,86.30101013183594,0.0,1.0,1.0,0.0,'2',0.8106870055198669,0.8106870055198669,0.0,17.0
Neutral,stimuli/28M_NE_C.BMP,stimuli/28M_NE_C.BMP,stimuli/25M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Male,3,1,1.0,87.32247161865234,87.32247161865234,0.0,91.30603790283203,91.30603790283203,0.0,90.33201599121094,90.33201599121094,0.0,1.0,1.0,0.0,'1',1.1564401388168335,1.1564401388168335,0.0,18.0
Neutral,stimuli/10F_NE_C.BMP,stimuli/11F_NE_C.BMP,stimuli/10F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Female,3,1,1.0,91.33531188964844,91.33531188964844,0.0,95.31939697265625,95.31939697265625,0.0,94.34172821044922,94.34172821044922,0.0,1.0,1.0,0.0,'2',0.8055309057235718,0.8055309057235718,0.0,19.0
Neutral,stimuli/29M_NE_C.BMP,stimuli/29M_NE_C.BMP,stimuli/24M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Male,3,1,1.0,95.34891510009766,95.34891510009766,0.0,99.32979583740234,99.32979583740234,0.0,98.34587860107422,98.34587860107422,0.0,1.0,1.0,0.0,'1',1.3870123624801636,1.3870123624801636,0.0,20.0
Neutral,stimuli/11F_NE_C.BMP,stimuli/10F_NE_C.BMP,stimuli/11F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Female,3,1,1.0,99.3514633178711,99.3514633178711,0.0,103.34675598144531,103.34675598144531,0.0,102.35624694824219,102.35624694824219,0.0,1.0,1.0,0.0,'2',0.801104724407196,0.801104724407196,0.0,21.0
MatchShape,stimuli/MatchShapes.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,103.37213897705078,103.37213897705078,0.0,107.35302734375,107.35302734375,0.0,106.36046600341797,106.36046600341797,0.0,0.0,0.0,0.0,,,,,22.0
Shape,stimuli/circle.bmp,stimuli/vertical.bmp,stimuli/circle.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,107.38663482666016,107.38663482666016,0.0,111.3751449584961,111.3751449584961,0.0,110.38235473632812,110.38235473632812,0.0,1.0,1.0,0.0,'2',1.1174803972244263,1.1174803972244263,0.0,23.0
Shape,stimuli/horizontal.bmp,stimuli/circle.bmp,stimuli/horizontal.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,111.40457153320312,111.40457153320312,0.0,115.39497375488281,115.39497375488281,0.0,114.41421508789062,114.41421508789062,0.0,1.0,1.0,0.0,'2',0.7304198145866394,0.7304198145866394,0.0,24.0
Shape,stimuli/circle.bmp,stimuli/vertical.bmp,stimuli/circle.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,115.41885375976562,115.41885375976562,0.0,119.41282653808594,119.41282653808594,0.0,118.4145278930664,118.4145278930664,0.0,1.0,1.0,0.0,'2',0.7762553095817566,0.7762553095817566,0.0,25.0
Shape,stimuli/vertical.bmp,stimuli/circle.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,119.4346923828125,119.4346923828125,0.0,123.42387390136719,123.42387390136719,0.0,122.4371337890625,122.4371337890625,0.0,1.0,1.0,0.0,'2',1.269310712814331,1.269310712814331,0.0,26.0
Shape,stimuli/vertical.bmp,stimuli/horizontal.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,123.4488525390625,123.4488525390625,0.0,127.43891906738281,127.43891906738281,0.0,126.44377899169922,126.44377899169922,0.0,1.0,1.0,0.0,'2',1.1576530933380127,1.1576530933380127,0.0,27.0
Shape,stimuli/horizontal.bmp,stimuli/horizontal.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,127.46218872070312,127.46218872070312,0.0,131.45372009277344,131.45372009277344,0.0,130.47039794921875,130.47039794921875,0.0,1.0,1.0,0.0,'1',1.0766934156417847,1.0766934156417847,0.0,28.0
Shape,stimuli/horizontal.bmp,stimuli/circle.bmp,stimuli/horizontal.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,131.47918701171875,131.47918701171875,0.0,135.46728515625,135.46728515625,0.0,134.4805908203125,134.4805908203125,0.0,1.0,1.0,0.0,'2',0.8898831009864807,0.8898831009864807,0.0,29.0
Shape,stimuli/circle.bmp,stimuli/circle.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,135.49095153808594,135.49095153808594,0.0,139.48611450195312,139.48611450195312,0.0,138.4901885986328,138.4901885986328,0.0,1.0,1.0,0.0,'1',1.0654162168502808,1.0654162168502808,0.0,30.0
Shape,stimuli/vertical.bmp,stimuli/horizontal.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,139.50474548339844,139.50474548339844,0.0,143.49771118164062,143.49771118164062,0.0,142.5159149169922,142.5159149169922,0.0,1.0,1.0,0.0,'2',1.186048150062561,1.186048150062561,0.0,31.0
Shape,stimuli/vertical.bmp,stimuli/vertical.bmp,stimuli/horizontal.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,143.5196075439453,143.5196075439453,0.0,147.5153045654297,147.5153045654297,0.0,146.51803588867188,146.51803588867188,0.0,1.0,1.0,0.0,'1',1.1882750988006592,1.1882750988006592,0.0,32.0
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,147.66046142578125,147.66046142578125,0.0,151.5247802734375,151.5247802734375,0.0,150.53076171875,150.53076171875,0.0,0.0,0.0,0.0,,,,,33.0
Anger,stimuli/20M_AN_O.BMP,stimuli/34M_AN_O.BMP,stimuli/20M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Male,3,1,1.0,151.5769805908203,151.5769805908203,0.0,155.5451202392578,155.5451202392578,0.0,154.55368041992188,154.55368041992188,0.0,1.0,1.0,0.0,'2',0.9985799193382263,0.9985799193382263,0.0,34.0
Anger,stimuli/01F_AN_O.bmp,stimuli/19F_AN_O.BMP,stimuli/01F_AN_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,1.0,155.57269287109375,155.57269287109375,0.0,159.559326171875,159.559326171875,0.0,158.5736846923828,158.5736846923828,0.0,1.0,1.0,0.0,'2',0.7949333190917969,0.7949333190917969,0.0,35.0
Anger,stimuli/06F_AN_O.bmp,stimuli/15F_AN_O.BMP,stimuli/06F_AN_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,1.0,159.5895233154297,159.5895233154297,0.0,163.57266235351562,163.57266235351562,0.0,162.58180236816406,162.58180236816406,0.0,1.0,1.0,0.0,'2',1.1218843460083008,1.1218843460083008,0.0,36.0
Anger,stimuli/42M_AN_O.BMP,stimuli/42M_AN_O.BMP,stimuli/43M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Male,3,1,1.0,163.60426330566406,163.60426330566406,0.0,167.58941650390625,167.58941650390625,0.0,166.60653686523438,166.60653686523438,0.0,1.0,1.0,0.0,'1',1.1199496984481812,1.1199496984481812,0.0,37.0
Anger,stimuli/40M_AN_O.BMP,stimuli/41M_AN_O.BMP,stimuli/40M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Male,3,1,1.0,167.6466827392578,167.6466827392578,0.0,171.61033630371094,171.61033630371094,0.0,170.61557006835938,170.61557006835938,0.0,1.0,1.0,0.0,'2',1.1931644678115845,1.1931644678115845,0.0,38.0
Anger,stimuli/08F_AN_O.BMP,stimuli/08F_AN_O.BMP,stimuli/13F_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Female,3,1,1.0,171.64198303222656,171.64198303222656,0.0,175.6303253173828,175.6303253173828,0.0,174.6333465576172,174.6333465576172,0.0,1.0,1.0,0.0,'1',1.2775388956069946,1.2775388956069946,0.0,39.0
Anger,stimuli/09F_AN_O.BMP,stimuli/12F_AN_O.BMP,stimuli/09F_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Female,3,1,1.0,175.65565490722656,175.65565490722656,0.0,179.64808654785156,179.64808654785156,0.0,178.6680145263672,178.6680145263672,0.0,1.0,1.0,0.0,'2',0.9517592191696167,0.9517592191696167,0.0,40.0
Anger,stimuli/34M_AN_O.BMP,stimuli/35M_AN_O.BMP,stimuli/34M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Anger,Male,3,1,1.0,179.67453002929688,179.67453002929688,0.0,183.664794921875,183.664794921875,0.0,182.67449951171875,182.67449951171875,0.0,1.0,1.0,0.0,'2',1.0858910083770752,1.0858910083770752,0.0,41.0
Anger,stimuli/24M_AN_O.BMP,stimuli/24M_AN_O.BMP,stimuli/30M_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Male,3,1,1.0,183.68896484375,183.68896484375,0.0,187.6791229248047,187.6791229248047,0.0,186.69956970214844,186.69956970214844,0.0,1.0,1.0,0.0,'1',1.3341662883758545,1.3341662883758545,0.0,42.0
Anger,stimuli/03F_AN_O.bmp,stimuli/03F_AN_O.bmp,stimuli/17F_AN_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Anger,Female,3,1,1.0,187.70884704589844,187.70884704589844,0.0,191.6896514892578,191.6896514892578,0.0,190.71044921875,190.71044921875,0.0,1.0,1.0,0.0,'1',0.9528005719184875,0.9528005719184875,0.0,43.0
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,191.82933044433594,191.82933044433594,0.0,195.69219970703125,195.69219970703125,0.0,194.7087860107422,194.7087860107422,0.0,0.0,0.0,0.0,,,,,44.0
Happy,stimuli/06F_HA_O.bmp,stimuli/07F_HA_O.BMP,stimuli/06F_HA_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Happy,Female,3,1,1.0,195.74920654296875,195.74920654296875,0.0,199.71282958984375,199.71282958984375,0.0,198.73033142089844,198.73033142089844,0.0,1.0,1.0,0.0,'2',0.8582028150558472,0.8582028150558472,0.0,45.0
Happy,stimuli/13F_HA_O.BMP,stimuli/13F_HA_O.BMP,stimuli/12F_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Happy,Female,3,1,1.0,199.740966796875,199.740966796875,0.0,203.7284698486328,203.7284698486328,0.0,202.74913024902344,202.74913024902344,0.0,1.0,1.0,0.0,'1',0.7930054068565369,0.7930054068565369,0.0,46.0
Happy,stimuli/41M_HA_O.BMP,stimuli/41M_HA_O.BMP,stimuli/40M_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Happy,Male,3,1,1.0,203.75430297851562,203.75430297851562,0.0,207.74302673339844,207.74302673339844,0.0,206.7493896484375,206.7493896484375,0.0,1.0,1.0,0.0,'1',0.799031674861908,0.799031674861908,0.0,47.0
Happy,stimuli/03F_HA_O.bmp,stimuli/05F_HA_O.bmp,stimuli/03F_HA_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Happy,Female,3,1,1.0,207.8017120361328,207.8017120361328,0.0,211.75424194335938,211.75424194335938,0.0,210.76779174804688,210.76779174804688,0.0,1.0,1.0,0.0,'2',0.8281766772270203,0.8281766772270203,0.0,48.0
Happy,stimuli/24M_HA_O.BMP,stimuli/24M_HA_O.BMP,stimuli/25M_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Happy,Male,3,1,1.0,211.7788848876953,211.7788848876953,0.0,215.77642822265625,215.77642822265625,0.0,214.79791259765625,214.79791259765625,0.0,1.0,1.0,0.0,'1',0.9141986966133118,0.9141986966133118,0.0,49.0
Happy,stimuli/19F_HA_O.BMP,stimuli/19F_HA_O.BMP,stimuli/18F_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Happy,Female,3,1,1.0,215.8076171875,215.8076171875,0.0,219.79490661621094,219.79490661621094,0.0,218.80532836914062,218.80532836914062,0.0,1.0,1.0,0.0,'1',1.027329444885254,1.027329444885254,0.0,50.0
Happy,stimuli/01F_HA_O.bmp,stimuli/01F_HA_O.bmp,stimuli/02F_HA_O.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Happy,Female,3,1,1.0,219.8231201171875,219.8231201171875,0.0,223.80934143066406,223.80934143066406,0.0,222.81907653808594,222.81907653808594,0.0,1.0,1.0,0.0,'1',0.9482923150062561,0.9482923150062561,0.0,51.0
Happy,stimuli/22M_HA_O.BMP,stimuli/23M_HA_O.BMP,stimuli/22M_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Happy,Male,3,1,1.0,223.8400115966797,223.8400115966797,0.0,227.83424377441406,227.83424377441406,0.0,226.83775329589844,226.83775329589844,0.0,1.0,1.0,0.0,'2',0.9220249056816101,0.9220249056816101,0.0,52.0
Happy,stimuli/35M_HA_O.BMP,stimuli/34M_HA_O.BMP,stimuli/35M_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Happy,Male,3,1,1.0,227.86329650878906,227.86329650878906,0.0,231.85238647460938,231.85238647460938,0.0,230.86178588867188,230.86178588867188,0.0,1.0,1.0,0.0,'2',1.1294516324996948,1.1294516324996948,0.0,53.0
Happy,stimuli/39M_HA_O.BMP,stimuli/38M_HA_O.BMP,stimuli/39M_HA_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Happy,Male,3,1,1.0,231.88284301757812,231.88284301757812,0.0,235.86859130859375,235.86859130859375,0.0,234.8793487548828,234.8793487548828,0.0,1.0,1.0,0.0,'2',0.9078270792961121,0.9078270792961121,0.0,54.0
Match Shape,stimuli/MatchShapes.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,235.89102172851562,235.89102172851562,0.0,239.87380981445312,239.87380981445312,0.0,238.88681030273438,238.88681030273438,0.0,0.0,0.0,0.0,,,,,55.0
Shape,stimuli/horizontal.bmp,stimuli/horizontal.bmp,stimuli/vertical.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,239.903076171875,239.903076171875,0.0,243.8833465576172,243.8833465576172,0.0,242.8967742919922,242.8967742919922,0.0,1.0,1.0,0.0,'1',0.9667636156082153,0.9667636156082153,0.0,56.0
Shape,stimuli/horizontal.bmp,stimuli/horizontal.bmp,stimuli/circle.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,243.90420532226562,243.90420532226562,0.0,247.903076171875,247.903076171875,0.0,246.91050720214844,246.91050720214844,0.0,1.0,1.0,0.0,'1',0.752753496170044,0.752753496170044,0.0,57.0
Shape,stimuli/circle.bmp,stimuli/vertical.bmp,stimuli/circle.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Shape,None,3,1,1.0,247.9270477294922,247.9270477294922,0.0,251.9140625,251.9140625,0.0,250.94842529296875,250.94842529296875,0.0,1.0,1.0,0.0,'2',0.6991572976112366,0.6991572976112366,0.0,58.0
Shape,stimuli/vertical.bmp,stimuli/vertical.bmp,stimuli/circle.bmp,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Shape,None,3,1,1.0,251.93560791015625,251.93560791015625,0.0,255.93190002441406,255.93190002441406,0.0,254.94317626953125,254.94317626953125,0.0,1.0,1.0,0.0,'1',0.7516353130340576,0.7516353130340576,0.0,59.0
