TrialType,Top,Left,Right,EmptyFrame,SelectedFrame,Correct,Emotion,Gender,TrialLength,FixationLength,n,GCFaceStartTime_mean,GCFaceStartTime_raw,GCFaceStartTime_std,GCPostFaceFixationEndTime_mean,GCPostFaceFixationEndTime_raw,GCPostFaceFixationEndTime_std,GCPostFaceFixationStartTime_mean,GCPostFaceFixationStartTime_raw,GCPostFaceFixationStartTime_std,key_resp_trial.corr_mean,key_resp_trial.corr_raw,key_resp_trial.corr_std,key_resp_trial.keys_raw,key_resp_trial.rt_mean,key_resp_trial.rt_raw,key_resp_trial.rt_std,order
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,15.234045028686523,15.234045028686523,0.0,19.034130096435547,19.034130096435547,0.0,18.032913208007812,18.032913208007812,0.0,0.0,0.0,0.0,,,,,0.0
Fear,stimuli/23M_FE_O.BMP,stimuli/23M_FE_O.BMP,stimuli/24M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,19.219697952270508,19.219697952270508,0.0,23.060632705688477,23.060632705688477,0.0,22.063720703125,22.063720703125,0.0,1.0,1.0,0.0,'1',1.1049226522445679,1.1049226522445679,0.0,1.0
Fear,stimuli/19F_FE_O.BMP,stimuli/18F_FE_O.BMP,stimuli/19F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,23.087072372436523,23.087072372436523,0.0,27.0787296295166,27.0787296295166,0.0,26.086261749267578,26.086261749267578,0.0,1.0,1.0,0.0,'2',0.8485100269317627,0.8485100269317627,0.0,2.0
Fear,stimuli/17F_FE_O.BMP,stimuli/17F_FE_O.BMP,stimuli/16F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,27.102840423583984,27.102840423583984,0.0,31.089374542236328,31.089374542236328,0.0,30.105810165405273,30.105810165405273,0.0,1.0,1.0,0.0,'1',1.0265655517578125,1.0265655517578125,0.0,3.0
Fear,stimuli/21M_FE_O.BMP,stimuli/21M_FE_O.BMP,stimuli/22M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,31.114910125732422,31.114910125732422,0.0,35.10477066040039,35.10477066040039,0.0,34.12300491333008,34.12300491333008,0.0,1.0,1.0,0.0,'1',0.9565777778625488,0.9565777778625488,0.0,4.0
Fear,stimuli/09F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/09F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,35.135231018066406,35.135231018066406,0.0,39.120941162109375,39.120941162109375,0.0,38.134578704833984,38.134578704833984,0.0,1.0,1.0,0.0,'2',1.0015170574188232,1.0015170574188232,0.0,5.0
Fear,stimuli/08F_FE_O.BMP,stimuli/13F_FE_O.BMP,stimuli/08F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,39.18648910522461,39.18648910522461,0.0,43.1340217590332,43.1340217590332,0.0,42.147727966308594,42.147727966308594,0.0,1.0,1.0,0.0,'2',0.9479984045028687,0.9479984045028687,0.0,6.0
Fear,stimuli/07F_FE_O.BMP,stimuli/07F_FE_O.BMP,stimuli/14F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Female,3,1,1.0,43.16250991821289,43.16250991821289,0.0,47.14427947998047,47.14427947998047,0.0,46.15969467163086,46.15969467163086,0.0,1.0,1.0,0.0,'1',0.7895845770835876,0.7895845770835876,0.0,7.0
Fear,stimuli/26M_FE_O.BMP,stimuli/26M_FE_O.BMP,stimuli/28M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Fear,Male,3,1,1.0,47.175174713134766,47.175174713134766,0.0,51.16191864013672,51.16191864013672,0.0,50.17573165893555,50.17573165893555,0.0,1.0,1.0,0.0,'1',0.8823615908622742,0.8823615908622742,0.0,8.0
Fear,stimuli/10F_FE_O.BMP,stimuli/11F_FE_O.BMP,stimuli/10F_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Female,3,1,1.0,51.18572998046875,51.18572998046875,0.0,55.18529510498047,55.18529510498047,0.0,54.187095642089844,54.187095642089844,0.0,1.0,1.0,0.0,'2',0.7841219902038574,0.7841219902038574,0.0,9.0
Fear,stimuli/29M_FE_O.BMP,stimuli/30M_FE_O.BMP,stimuli/29M_FE_O.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Fear,Male,3,1,1.0,55.215755462646484,55.215755462646484,0.0,59.19966125488281,59.19966125488281,0.0,58.21744155883789,58.21744155883789,0.0,1.0,1.0,0.0,'2',0.7383733987808228,0.7383733987808228,0.0,10.0
MatchFaces,stimuli/MatchFaces.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFace.bmp,stimuli/EmptyFrame.bmp,stimuli/EmptyFrame.bmp,Null,None,None,3,1,1.0,59.32497787475586,59.32497787475586,0.0,63.20606231689453,63.20606231689453,0.0,62.21912384033203,62.21912384033203,0.0,0.0,0.0,0.0,,,,,11.0
Neutral,stimuli/07F_NE_C.BMP,stimuli/07F_NE_C.BMP,stimuli/14F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Female,3,1,1.0,63.25984573364258,63.25984573364258,0.0,67.2191162109375,67.2191162109375,0.0,66.23196411132812,66.23196411132812,0.0,1.0,1.0,0.0,'1',0.8195006847381592,0.8195006847381592,0.0,12.0
Neutral,stimuli/25M_NE_C.BMP,stimuli/29M_NE_C.BMP,stimuli/25M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Male,3,1,1.0,67.24353790283203,67.24353790283203,0.0,71.23686218261719,71.23686218261719,0.0,70.24771881103516,70.24771881103516,0.0,1.0,1.0,0.0,'2',1.0431755781173706,1.0431755781173706,0.0,13.0
Neutral,stimuli/26M_NE_C.BMP,stimuli/26M_NE_C.BMP,stimuli/28M_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Male,3,1,1.0,71.26325988769531,71.26325988769531,0.0,75.25762176513672,75.25762176513672,0.0,74.26924896240234,74.26924896240234,0.0,1.0,1.0,0.0,'1',0.7414309978485107,0.7414309978485107,0.0,14.0
Neutral,stimuli/08F_NE_C.BMP,stimuli/13F_NE_C.BMP,stimuli/08F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,2,Neutral,Female,3,1,1.0,75.32569122314453,75.32569122314453,0.0,79.27606201171875,79.27606201171875,0.0,78.29092407226562,78.29092407226562,0.0,1.0,1.0,0.0,'2',0.8304979205131531,0.8304979205131531,0.0,15.0
Neutral,stimuli/09F_NE_C.BMP,stimuli/09F_NE_C.BMP,stimuli/12F_NE_C.BMP,stimuli/EmptyFrame.bmp,stimuli/RedFrame.bmp,1,Neutral,Female,3,1,1.0,79.30545043945312,79.30545043945312,0.0,83.28783416748047,83.28783416748047,0.0,82.30516815185547,82.30516815185547,0.0,1.0,1.0,0.0,'1',0.7652996182441711,0.7652996182441711,0.0,16.0
